,"Studierenden-Statistik "
,"WS 2010/11"
,,
§PAGEBREAK
,"I n h a l t",,Seite
"Statistik 3 - (Studierende nach dem 1.Studienfach - [1.Studiengang]) ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Fakultät,Fach,"(Fach -Schl.)","          Gesamt",,davon,"Rück-
melder","Erst-
immatr.","   Neuimmatrikuliert",,," Deutsche",,," Ausländer",,,,beurlaubt,,,
,,,Fakultät,Fach,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,,,,
,,,,,,,,,,,,,,,,,,,,,
"International Department",,,,,,,,,,,,,,,,,,,,,
,"Embedded Systems Engineering",(683),33,4,,4,0,0,0,,2,0,2,1,1,2,,0,,,
,"Financial Engineering",(681),,5,,5,0,0,0,,1,1,2,1,2,3,,0,,,
,"Green Mobility Engineering",(684),,5,,5,0,0,0,,3,0,3,2,0,2,,0,,,
,"Management of Product Development",(679),,4,,4,0,0,0,,3,0,3,1,0,1,,0,,,
,"Production and Operations Management",(680),,8,,8,0,0,0,,5,0,5,3,0,3,,0,,,
,"Service Management Engineering",(682),,7,,6,1,0,0,,6,0,6,1,0,1,,0,,,
"Keiner Fakultät angehörend",,,,,,,,,,,,,,,,0,,,,,
,Studienkolleg,(196),181,181,,48,133,0,0,,3,2,5,103,73,176,,0,,,
,,,,,,,,,,,,,,,,,,,,,
,insgesamt,,20771,20771,,15506,4032,798,74,0,12786,4519,17305,2294,1172,3466,10,361
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,
,,
,,
,,
,,
,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 6 - (Studierende nach Fächergruppen)"
Fach,Gesamt,davon,,,,,,,,,,,,beurlaubt
,,"Rück-
melder","Erst-
immatr.","      Neuimmatrikulierte",,,Deutsche,,,Ausländer,,,,
,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,
,,,,,,,,,,,,,,
"Sprach- und Kulturwissenschaften",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Berufspädagogik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Europ. Kult./Ideengeschichte",206,149,29,22,2,0,66,120,186,4,16,20,0,4,,,
"Germanistik BA bis SS04
und Lehramt",201,144,38,15,3,0,56,138,194,2,5,7,0,1,,,
Germanistik,326,233,47,35,3,0,66,218,284,4,38,42,0,8,,,
Geschichte,30,28,0,0,0,0,16,13,29,1,0,1,0,2,,,
Literaturwissenschaft,5,4,0,1,0,0,2,2,4,0,1,1,0,0,,,
"Pädagogik        ",146,111,19,14,0,0,19,114,133,1,12,13,0,2,,,
Philosophie,6,6,0,0,0,0,5,1,6,0,0,0,0,0,,,
,920,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sport,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sportpädagogik,111,83,20,6,2,0,77,34,111,0,0,0,0,0,,,
Sportwissenschaft,206,137,36,29,3,0,124,70,194,7,5,12,0,1,,,
,317,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Rechts-, Wirtschafts- und Sozialwissenschaften",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Informationswirtschaft,618,429,126,51,0,0,435,87,522,48,48,96,0,12,,,
Soziologie,4,4,0,0,0,0,0,0,0,0,4,4,0,0,,,
Volkswirtschaft,1,1,0,0,0,0,0,0,0,1,0,1,0,0,,,
Techn.Volkswirtschaftslehre,166,123,26,13,0,0,104,41,145,8,13,21,0,4,,,
Wirtschaftsingenieurwesen,3136,2386,535,98,7,0,2215,585,2800,170,166,336,0,110,,,
,3925,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,
§PAGEBREAK
"Statistik 6 - (Studierende nach Fächergruppen)"
Fach,Gesamt,davon,,,,,,,,,,,,beurlaubt
,,"Rück-
melder","Erst-
immatr.","      Neuimmatrikulierte",,,Deutsche,,,Ausländer,,,,
,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,
"Mathematik, Naturwissenschaften",,,,,,,,,,,,,,,,,
,,,,,,,130,,,,,,,,,,
"Angewandte Geowissenschaft",186,99,51,34,0,,114,63,177,4,5,9,,2,,,
Biologie,509,349,117,38,4,,149,320,469,21,19,40,,1,,,
Chemie,621,456,122,36,2,0,358,214,572,21,28,49,,5,,,
Geographie,129,81,37,9,1,0,53,75,128,0,1,1,,1,,,
Geologie,11,10,1,0,0,0,6,4,10,0,1,1,,0,,,
Geoökologie,151,120,25,3,0,0,44,93,137,2,12,14,,3,,,
Geophysik,69,49,17,2,0,0,43,21,64,3,2,5,,1
Informatik,2138,1671,377,55,8,0,1543,109,1652,369,117,486,,27
"Chemische Biologie",72,26,34,10,2,0,23,47,70,0,2,2,,0
Lebensmittelchemie,171,108,48,11,3,0,37,122,159,1,11,12,,1
Mathematik,693,484,165,34,3,0,375,249,624,39,30,69,,7,,,
Meteorologie,109,78,21,8,1,0,58,47,105,2,2,4,,1,,,
Mineralogie,4,4,0,0,0,0,2,2,4,0,0,0,,0,,,
Physik,1197,917,201,28,3,0,968,160,1128,56,13,69,,48,,,
Technomathematik,94,92,0,1,0,0,71,18,89,5,0,5,,1,,,
Wirtschaftsmathematik,240,227,0,1,0,0,131,66,197,11,32,43,,12,,,
,6394,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ingenieurwissenschaften,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Architektur,823,581,195,35,0,0,287,360,647,64,112,176,,12,,,
Altbauinstandsetzung,17,7,0,10,0,0,7,9,16,1,0,1,,0,,,
Bauingenieurwesen,1150,782,315,38,2,0,673,266,939,145,66,211,,13,,,
Bioingenieurwesen,262,183,71,6,0,0,120,124,244,7,11,18,,2,,,
"Chemieing. u. Verf.technik",922,689,198,17,4,0,581,185,766,98,58,156,,14,,,
"Utilities and Waste - Sustainable Processing",13,4,9,0,0,,0,0,0,7,6,13,,0,,,
"Elektro- u. Inf.-Technik",1776,1418,294,45,5,0,1245,114,1359,351,66,417,,14,,,
"Electrical Engineering and Information Technologies",17,13,4,0,0,,0,1,1,11,5,16,,0,,,
"Optics and Photonics",51,33,15,3,0,,8,1,9,27,15,42,,0,,,
"Geodäsie und Geoinformatik",78,56,11,11,0,0,43,21,64,10,4,14,,0,,,
"Ingenieurpädagogik Bautechnik",3,1,0,2,0,0,2,1,3,0,0,0,,0,,,
"Ingenieurpädagogik Metalltechnik",12,0,6,6,0,0,10,2,12,0,0,0,,0,,,
"Naturwissenschaft und Technik",9,4,3,2,0,0,5,3,8,0,1,1,,0,,,
"Ingenieurpädagogik Elektrotechnik",2,0,1,1,0,0,1,0,1,1,0,1,,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 6 - (Studierende nach Fächergruppen)"
Fach,Gesamt,davon,,,,,,,,,,,,beurlaubt
,,"Rück-
melder","Erst-
immatr.","      Neuimmatrikulierte",,,Deutsche,,,Ausländer,,,,
,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,
"noch Ingenieurwissenschaften"
"Mgmt of Product Developm.",4,4,0,0,0,0,3,0,3,1,0,1,0,0
"Prod. and Operat. Management     ",8,8,0,0,0,0,5,0,5,3,0,3,0,0
"Financial Engineering",5,5,0,0,0,0,1,1,2,1,2,3,0,0
"Service Management Engineering",7,6,1,0,0,0,6,0,6,1,0,1,0,0
"Embedded Systems Engineering",4,4,0,0,0,0,2,0,2,1,1,2,0,0
"Green Mobility Engineering",5,5,0,0,0,0,3,0,3,2,0,2,0,0
"Maschinenbau bis SS08",1955,1841,57,12,9,0,1366,125,1491,396,68,464,,36
Maschinenbau,1660,1029,581,34,4,0,1215,139,1354,247,59,306,,12
Mechatronik,37,35,0,0,2,0,23,2,25,11,1,12,,0
Regionalwissenschaft,55,44,7,2,1,0,4,5,9,19,27,46,,1
"Resources Engineering",13,0,12,1,0,0,1,0,1,6,6,12,,0
,8888,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Kunst, Kunstwissenschaft",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Kunstgeschichte bis SS04",2,2,0,0,0,0,0,2,135,1,8,0,0,0,,,
Kunstgeschichte,144,95,27,19,0,0,12,123,135,1,8,9,0,3,,,
,146,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Sonstige Fächer",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Studienkolleg,181,48,133,0,0,,3,2,5,103,73,176,,0,,,
,,,,,,,,,,,,,,,,,
insgesamt,20771,15501,4022,787,74,0,12768,4513,17414,2294,1179,3464,0,361,,,
,
,
,
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,,Insgesamt,,davon,Deutsche,,,Ausländer,,,,männlich,,,weiblich,,
,,,Fakultät,Fach,,"Erst-
immatr.",Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"Fakultät für Mathematik",,,,,,,,,,,,,,,,,,
,Mathematik,,204,202,,149,32,3,16,2,0,,93,23,1,72,11,2
,Technomathematik,,,1,,0,1,0,0,0,0,,0,1,0,0,0,0,1
,Wirtschaftsmathematik,,,1,,0,1,0,0,0,0,,0,0,0,0,1,0
