,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dipl.-Ing. Pädagoge",,,,,5,4,11,3,7,1,1,1,2,3,38,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lehramt Gymnasien",,3,149,3,101,1,99,15,125,7,85,6,19,24,637,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor,,21,3169,29,1957,89,924,27,132,10,61,7,11,19,6456,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master,,178,261,112,199,26,49,10,16,3,2,3,1,5,865,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aufbaustudium,,70,110,24,6,1,,1,6,1,3,1,3,5,231,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"kein Abschluss möglich",,10,19,3,5,3,49,6,63,16,50,8,27,13,272,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insgesamt,,353,3851,267,3042,266,2720,330,2151,365,1803,341,1107,1752,18348,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 3 - (Studierende nach dem 1.Studienfach - [1.Studiengang]) ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Fakultät,Fach,(Fach-Schl.),Gesamt,,davon,"Rück-
melder","Erst-
immatr.","   Neuimmatrikuliert",,," Deutsche",,," Ausländer",,,,beurlaubt,,,
,,,Fakultät,Fach,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Fakultät für Mathematik",,,,,,,,,,,,,,,,,,,,,
,Mathematik,(105),938,567,,546,2,3,9,,307,200,507,35,25,60,,7,,,
,Technomathematik,(118),,100,,99,0,0,0,,75,19,94,6,0,6,,1,,,
,Wirtschaftsmathematik,(276),,271,,257,1,0,2,,145,79,224,16,31,47,,11,,,
"Fakultät für Physik",,,,,,,,,,,,,,,,,,,,,
,Geophysik,(128),1234,65,,62,0,1,0,,34,27,61,2,2,4,,2,,,
,Meteorologie,(066),,91,,91,0,0,0,,47,40,87,1,3,4,,0,,,
,Physik,(110),,1078,,1018,2,19,5,,884,135,1019,45,14,59,,34,,,
"Fakultät für Chemie und Biowissenschaften",,,,,,,,,,,,,,,,,,,,,
,Biologie,(026),1132,438,,426,3,2,2,,120,280,400,17,21,38,5,5,,,
,Chemie,(032),,536,,517,3,8,4,,303,191,494,20,22,42,,4,,,
,"Chemische Biologie",(632),,29,,28,0,1,0,,11,17,28,0,1,1,,0,,,
,Lebensmittelchemie,(096),,129,,126,0,0,1,,22,97,119,1,9,10,,2,,,
"Fakultät für Geistes- und Sozialwissenschaften",,,,,,,,,,,,,,,,,,,,,
,Berufspädagogik,(270),1100,0,,0,0,0,0,,0,0,0,0,0,0,,0,,,
,"Europ. Kult./Ideengeschichte",(627),,201,,174,11,8,1,,61,115,176,6,19,25,,7,,,
,"Germanistik BA bis SS04
und Lehramt",(067),,159,,157,0,1,0,,45,113,158,0,1,1,,1,,,
,Germanistik,(667),,292,,275,5,4,2,,57,192,249,3,40,43,,6
,Geschichte,(668),,42,,37,0,1,0,,22,19,41,1,0,1,,4,,,
,Literaturwissenschaft,(188),,4,,4,0,0,0,,2,2,4,0,0,0,,0
,Pädagogik,(652),,139,,127,1,6,1,,17,107,124,2,13,15,,4
,Philosophie,(127),,8,,8,0,0,0,,5,1,6,1,1,2,,0
,Soziologie,(149),,4,,4,0,0,0,,0,0,0,0,4,4,,0
,Sportpädagogik,(098),,91,,91,0,0,0,,61,29,90,1,0,1,,0,,,
,Sportwissenschaft,(629),,160,,145,1,11,2,,89,61,150,6,4,10,,1,,,
"Fakultät für Architektur",,,,,,,,,,,,,,,,,,,,,
,Architektur,(013),848,699,,666,6,3,1,,240,318,558,60,81,141,,23,,,
,Altbauinstandsetzung,(613),,12,,12,0,0,0,,6,5,11,1,0,1,,0,,,
,"Kunstgeschichte bis SS04",(092),,2,,2,0,0,0,,0,2,2,0,0,0,,0
,Kunstgeschichte,(692),,135,,127,0,3,0,,14,110,124,1,10,11,,5
,,,,,,,,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 3 - (Studierende nach dem 1.Studienfach - [1.Studiengang]) ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Fakultät,Fach,"(Fach -Schl.)","          Gesamt",,davon,"Rück-
melder","Erst-
immatr.","   Neuimmatrikuliert",,," Deutsche",,," Ausländer",,,,beurlaubt,,,
,,,Fakultät,Fach,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften",,,,,,,,,,,,,,,,,,,,,
,"Angewandte Geowissenschaft",(039),1451,125,,120,1,1,1,,78,37,115,6,4,10,,2,,,
,Bauingenieurwesen,(017),,937,,913,15,0,4,,539,213,752,129,56,185,,5,,,
,"Geodäsie und Geoinformatik",(171),,69,,66,0,1,1,,35,20,55,7,7,14,,1,,,
,Geographie,(050),,90,,88,0,1,0,,40,49,89,0,1,1,,1,,,
,Geologie,(065),,20,,20,0,0,0,,12,7,19,1,0,1,,0,,,
,Geoökologie,(283),,137,,129,0,0,1,,43,79,122,2,13,15,,7,,,
,Mineralogie,(111),,5,,5,0,0,0,,3,2,5,0,0,0,,0,,,
,Regionalwissenschaft,(134),,57,,52,1,0,4,,3,4,7,20,30,50,,0,,,
,"Resources Engineering",(072),,11,,11,0,0,0,,,1,1,3,7,10,,0,,,
"Fakultät für Maschinenbau",,,,,,,,,,,,,,,,,,,,,
,"Maschinenbau bis SS08",(175),3202,2120,,2057,28,10,14,,1484,137,1621,432,67,499,,11,,,
,Maschinenbau,(179),,1082,,1062,11,2,4,,832,91,923,126,33,159,,3,,,
"Fakultät für Chemieingenieurwesen und Verfahrenstechnik",,,,,,,,,,,,,,,,,,,,,
,Bioingenieurwesen,,1022,200,,196,0,0,0,,91,95,186,7,7,14,,4,,,
,"Chemieingenieurwesen
und Verfahrenstechnik",(033),,815,,788,15,3,4,,498,163,661,96,58,154,5,5,,,
,"Utilities and Waste - Sustainable Processing",(733),,7,,7,0,0,0,,0,0,0,5,2,7,,0,,,
"Fakultät für Elektrotechnik und Informationstechnik",,,,,,,,,,,,,,,,,,,,,
,"Elektrotechnik und Informationstechnik",(048),1688,22,,21,1,0,0,,1,0,1,13,8,21,,0,,,
,"Electrical Engineering and Information Technologies",(648),,1628,,1597,8,10,1,,1127,105,1232,338,58,396,,12,,,
,"Optics and Photonics",(748),,38,,38,0,0,0,,6,0,6,22,10,32,,0,,,
"Fakultät für Informatik",,,,,,,,,,,,,,,,,,," ",,
,Informatik,(079),1930,1930,,1876,15,11,9,,1362,97,1459,358,113,471,,19,,
"Fakultät für Wirtschaftswissenschaften",,,,,,,,,,,,,,,,,,,,
,Volkswirtschaft,(175),3004,1,,1,0,0,0,,0,0,0,1,0,1,,0,,,
,"Technische Volkswirtschaft",(600),,148,,141,0,3,2,,89,36,125,9,14,23,,2,,,
,Wirtschaftsingenieurwesen,(179),,2855,,2697,17,58,4,,1995,533,2528,168,159,327,,79,,,
"Fakultät für Maschinenbau + Elektrotechnik und Informationstechnik",,,,,,,,,,,,,,,,,,,,,
,Mechatronik,(380),40,40,,38,0,0,2,,26,2,28,11,1,12,,0,,,
"Fakultät für Informatik + Wirtschaftswissenschaften",,,,,,,,,,,,,,,,,,,,,
,Informationswirtschaft,(610),513,513,,489,1,14,0,,368,67,435,32,46,78,,9,,
,,,,,,,,,,,,,,,,,,,,,
,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 3 - (Studierende nach dem 1.Studienfach - [1.Studiengang]) ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Fakultät,Fach,"(Fach -Schl.)","          Gesamt",,davon,"Rück-
melder","Erst-
immatr.","   Neuimmatrikuliert",,," Deutsche",,," Ausländer",,,,beurlaubt,,,
,,,Fakultät,Fach,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,,,,
,,,,,,,,,,,,,,,,,,,,,
"International Department",,,,,,,,,,,,,,,,,,,,,
,"Management of Product Development",(679),46,11,,6,5,0,0,,7,2,9,2,0,2,,0,,,
,"Production and Operations Management",(680),,17,,11,6,0,0,,12,0,12,4,1,5,,0,,,
,"Information Engineering",(682),,4,,4,0,0,0,,2,1,3,0,1,1,,0,,,
,"Financial Engineering",(681),,7,,3,3,1,0,,1,1,2,2,3,5,,0,,,
,"Integrated Circuit and System Technology",(683),,1,,1,0,0,0,,0,0,0,1,0,1,,0,,,
,"Embedded Systems Engineering",,,2,,0,1,1,0,,0,0,0,1,1,2,,0,,,
,"Service Engineering & Management",,,4,,0,3,1,0,,3,0,3,1,0,1,,0,,,
"Keiner Fakultät angehörend",,,,,,,,,,,,,,,,,,,,,
,Studienkolleg,(196),200,200,,136,62,2,0,,4,1,5,118,77,195,,0,,,
,,,,,,,,,,,,,,,,,,,,,
,insgesamt,,18348,,,17572,228,190,81,0,11228,3902,15130,2140,1078,3218,10,277,,,
,,,,,,,,,,,,,,,,,,,,,
,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,,Insgesamt,,davon,Deutsche,,,Ausländer,,,,männlich,,,weiblich,,
,,,Fakultät,Fach,,"Erst-
immatr.",Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"Fakultät für Mathematik",,,,,,,,,,,,,,,,,,
,Mathematik,,17,14,,0,2,9,2,1,0,,0,2,6,2,1,3
,Technomathematik,,,0,,,,,,,,,,,,,,,1
,Wirtschaftsmathematik,,,3,,1,0,1,0,0,1,,1,0,0,0,0,2
"Fakultät für Physik",,,,,,,,,,,,,,,,,,
,Physik,,27,26,,0,18,5,2,1,0,,2,18,3,0,1,2
,Geophysik,,,1,,0,1,0,,,,,0,1,0,,,
,Meteorologie,,,0,,,,,,,,,,,,,,
"Fakultät für Chemie und Biowissenschaften",,,,,,,,,,,,,,,,,,
,Chemie,,24,15,,0,7,4,3,1,0,,1,7,3,2,1,1
,Biologie,,,7,,0,2,2,3,0,0,,3,1,0,0,1,2
,"Chemische Biologie",,,1,,0,1,0,,,,,0,1,0,,,
,Lebensmittelchemie,,,1,,0,0,1,,,,,,,,0,0,1
"Fakultät für Geistes- und Sozialwissenschaften",,,,,,,,,,,,,,,,,,
,Berufspädagogik,,55,0,,,,,,,,,,,,,,
,"Europ. Kult./Ideengeschichte",,,20,,0,7,1,11,1,0,,4,3,1,7,5,0
,"Germanistik BA bis SS04
und Lehramt",,,1,,0,1,0,,,,,,,,0,1,0
,Germanistik,,,11,,0,4,2,5,0,0,,1,1,1,4,3,1
,Geschichte,,,1,,0,1,0,,,,,,,,0,1,0
,Literaturwissenschaft,,,0,,,,,,,,,,,,,,
,Pädagogik,,,8,,0,6,1,1,0,0,,,,,1,6,1
,Philosophie,,,0,,,,,,,,,,,,,,
,Soziologie,,,0,,,,,,,,,,,,,,,,,
,Sportpädagogik,,,0,,,,,,,,,,,,,,,,,
,Sportwissenschaft,,,14,,0,11,1,1,0,1,,1,9,2,0,2,0
"Fakultät für Architektur",,,,,,,,,,,,,,,,,,
,Architektur,,13,10,,0,3,1,6,0,0,,3,3,1,3,0,0
,Altbauinstandsetzung,,,0,,,,,,,,,,,,,,
,"Kunstgeschichte bis SS04",,,0,,,,,,,,,,,,,,
,Kunstgeschichte,,,3,,0,3,0,,,,,,,,0,3,0
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
,,,,,,,,,,,,
Fakultät,Fach,,Insgesamt,,davon,Deutsche,,,Ausländer,,,,männlich,,,weiblich,,
,,,Fakultät,Fach,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften",,,,,,,,,,,,,,,,,,
,"Angewandte Geowissenschaft",,31,3,,0,1,1,1,0,0,,1,1,1,,,
,Bauingenieurwesen,,,19,,0,0,3,15,0,1,,10,0,4,5,0,0
,"Geodäsie und Geoinformatik",,,2,,0,0,1,0,1,0,,0,1,0,0,0,1
,Geographie,,,1,,0,1,0,,,,,,,,0,1,0
,Geologie,,,0,,,,,,,,,,,,,,
,Geoökologie,,,1,,0,0,1,,,,,,,,0,0,1
,Mineralogie,,,0,,,,,,,,,,,,,,
,Regionalwissenschaft,,,5,,,,,1,0,4,,0,0,2,1,0,2
,"Resources Engineering",,,0,,,,,,,,,,,,,,
"Fakultät für Maschinenbau",,,,,,,,,,,,,,,,,,
,"Maschinenbau bis SS08",,69,52,,0,7,9,28,3,5,,28,9,14,0,1,0
,Maschinenbau,,,17,,0,0,3,11,2,1,,7,1,4,4,1,0
"Fakultät für Chemieingenieurwesen und Verfahrenstechnik",,,,,,,,,,,,,,,,,,
,Bioingenieurwesen,,22,0,,,,,,,,,,,,,,
,"Chemieingenieurwesen
und Verfahrenstechnik",,,22,,0,3,3,15,0,1,,12,2,2,3,1,2
,"Utilities and Waste - Sustainable Processing",,,0,,,,,,,,,,,,,,
"Fakultät für Elektrotechnik und Informationstechnik",,,,,,,,,,,,,,,,,,
,"Elektrotechnik und Informationstechnik",,20,19,,2,9,0,6,1,1,,5,9,0,3,1,1
,"Optics and Photonics",,,0,,,,,,,,,,,,,,
,"Electrical Engineering and Information Technologies",,,1,,,,,1,0,0,,,,,1,0,0
"Fakultät für Informatik",,,,,,,,,,,,,,,,,,
,Informatik,,35,35,,1,10,6,14,1,3,,7,11,6,8,0,3
"Fakultät für Wirtschaftswissenschaften",,,,,,,,,,,,,,,,,,
,Volkswirtschaft,,84,0,,,,,,,,,,,,,,
,Techn.Volkswirtschaftslehre,,,5,,0,3,2,,,,,0,3,1,0,0,1
,Wirtschaftsingenieurwesen,,,79,,2,56,3,15,2,1,,8,47,4,9,11,0
"Fakultät für Maschinenbau + Elektrotechnik und Informationstechnik",,,,,,,,,,,,,,,,,,
,Mechatronik,,2,2,,0,0,1,0,0,1,,0,0,2,,,
"Fakultät für Informatik + Wirtschaftswissenschaften",,,,,,,,,,,,,,,,,,
,Informationswirtschaft,,15,15,,0,11,0,1,3,0,,0,11,0,1,3,0
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
,,,,,,,,,,,,
Fakultät,Fach,,Insgesamt,,davon,Deutsche,,,Ausländer,,,,männlich,,,weiblich,,
,,,Fakultät,Fach,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"International Department",,,,,,,,,,,,,,,,,,
,"Management of Product Development",,19,5,,4,0,0,1,0,0,,5,0,0,0,0,0,,
,"Production and Operations Management",,,6,,5,0,0,1,0,0,,6,0,0,0,0,0,,
,"Information Engineering",,,0,,,,,,,,,,,,,,,,
,"Financial Engineering",,,3,,2,0,0,1,1,0,,1,1,0,2,0,0,,
,"Integrated Circuit and System Technology",,,0,,,,,,,,,,,,,,,,
,"Embedded Systems Engineering",,,1,,0,0,0,1,1,0,,1,0,0,0,1,0,,
,"Service Engineering & Management",,,4,,2,1,0,1,0,0,,3,1,0,0,0,0,,
"Keiner Fakultät angehörend",,,,,,,,,,,,,,,,,,
,Studienkolleg,,64,64,,1,0,0,61,2,0,,29,2,0,33,0,0
,,,,,,,,,,,,,,,,,,
,insgesamt,,497,,,20,169,61,208,21,20,0,139,145,57,89,45,24
§PAGEBREAK
"Statistik 5 - (Studentinnen nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,"                  Gesamt",,davon,"Rück-
melder","Erst-
immatr.","        Neuimmatrikulierte",,,beurlaubt
,,Fakultät,Fach,,,,1.FachSem.,höh.Fachsem.,,
,,,,,,,,,,,,,,,,,
"Fakultät für Mathematik",,,,,,,,,,,,,,,,,
,Mathematik,354,225,,215,2,1,3,,4,,,,,,,
,Technomathematik,,19,,19,0,0,0,,0,,,,,,,
,Wirtschaftsmathematik,,110,,104,0,0,2,,4,,,,,,,
"Fakultät für Physik",,,,,,,,,,,,,,,,,
,Physik,221,149,,139,0,1,2,,7,,,,,,,
,Geophysik,,29,,27,0,0,0,,2,,,,,,,
,Meteorologie,,43,,43,0,0,0,,0,,,,,,,
"Fakultät für Chemie und Biowissenschaften",,,,,,,,,,,,,,,,,
,Chemie,638,213,,206,2,1,1,,3,,,,,,,
,Biologie,,301,,294,0,1,2,,4,,,,,,,
,"Chemische Biologie",,18,,18,0,0,0,,0,,,,,,,
,Lebensmittelchemie,,106,,104,0,0,1,,1,,,,,,,
"Fakultät für Geistes- und Sozialwissenschaften",,,,,,,,,,,,,,,,,,,,,
,Berufspädagogik,721,0,,,,,,,,,,,,,,
,"Europ. Kult./Ideengeschichte",,134,,118,7,5,0,,4,,,,,,,
,"Germanistik bis SS 04 und Lehramt",,114,,112,0,1,0,,1,,,,,,,
,Germanistik,,232,,218,4,3,1,,6
,Geschichte,,19,,15,0,1,0,,3
,Literaturwissenschaft,,2,,2,0,0,0,,0,,,,,,,
,"Pädagogik        ",,120,,108,1,6,1,,4
,Philosophie,,2,,2,0,0,0,,0,,,,,,,
,Soziologie,,4,,4,0,0,0,,0,,,,,,,
,Sportpädagogik,,29,,29,0,0,0,,0,,,,,,,
,Sportwissenschaft,,65,,63,0,2,0,,0
"Fakultät für Architektur",,,,,,,,,,,,,,,,,,,,,
,Architektur,526,399,,388,3,0,0,,8,,,,,,,
,Altbauinstandsetzung,,5,,5,0,0,0,,0,,,,,,,
,"Kunstgeschichte SS04",,2,,2,0,0,0,,0
,Kunstgeschichte,,120,,112,0,3,0,,5
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
§PAGEBREAK
