"Diplom (U)",,1,2,,2,34,642,134,1361,285,1689,261,1067,1718,7196,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dipl.-Ing. Pädagoge",,,,,,,6,4,9,,4,1,,3,27,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lehramt Gymnasien",,6,205,4,118,3,85,2,91,14,116,4,39,20,707,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor,,20,3505,42,2613,96,1764,73,419,11,61,4,23,22,8653,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master,,327,498,190,261,99,75,15,22,5,3,2,,5,1502,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aufbaustudium,,88,114,26,11,,,1,,1,4,1,2,5,253,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"kein Abschluss möglich",,6,10,5,11,2,64,7,62,16,48,11,16,16,274,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insgesamt,,527,4518,345,3135,284,2718,279,2006,342,1950,300,1156,1817,19377,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 3 - (Studierende nach dem 1.Studienfach - [1.Studiengang]) ",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Fakultät,Fach,(Fach-Schl.),Gesamt,,davon,"Rück-
melder","Erst-
immatr.","   Neuimmatrikuliert",,," Deutsche",,," Ausländer",,,,beurlaubt,,
,,,Fakultät,Fach,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,,,
,,,,,,,,,,,,,,,,,,,,
"Fakultät für Mathematik",,,,,,,,,,,,,,,,,,,,
,Mathematik,(105),964,661,,637,5,3,8,,354,241,595,40,26,66,,8,,
,Technomathematik,(118),,86,,86,0,0,0,,65,15,80,6,0,6,,0,,
,Wirtschaftsmathematik,(276),,217,,205,0,3,0,,120,59,179,8,30,38,,9,,
"Fakultät für Physik",,,,,,,,,,,,,,,,,,,,
,Geophysik,(128),1264,55,,55,0,0,0,,34,18,52,2,1,3,,0,,
,Meteorologie,(066),,95,,92,1,0,0,,50,40,90,2,3,5,,2,,
,Physik,(110),,1114,,1059,3,17,1,,893,156,1049,53,12,65,,34,,
"Fakultät für Chemie und Biowissenschaften",,,,,,,,,,,,,,,,,,,,
,Biologie,(026),1245,438,,421,4,7,3,,133,273,406,16,16,32,5,3,,
,Chemie,(032),,573,,553,1,10,2,,331,190,521,23,29,52,,7,,
,"Chemische Biologie",(632),,69,,67,2,0,0,,23,42,65,0,4,4,,0,,
,Lebensmittelchemie,(096),,165,,164,0,0,1,,35,118,153,1,11,12,,0,,
"Fakultät für Geistes- und Sozialwissenschaften",,,,,,,,,,,,,,,,,,,,
,Berufspädagogik,(270),1168,0,,0,0,0,0,,0,0,0,0,0,0,,0,
,"Europ. Kult./Ideengeschichte",(627),,202,,178,6,7,5,,65,107,172,11,19,30,,6,
,Germanistik,(667),,308,,290,1,7,6,,63,207,270,5,33,38,,4,
,"Germanistik BA bis SS04
und Lehramt",(067),,174,,166,5,0,1,,49,115,164,2,8,10,,2,
,Geschichte,(668),,21,,20,0,1,0,,13,8,21,0,0,0,,0,
,Literaturwissenschaft,(188),,5,,5,0,0,0,,2,2,4,0,1,1,,0,
,Pädagogik,(652),,142,,133,0,5,2,,16,111,127,2,13,15,,2,
,Philosophie,(127),,6,,6,0,0,0,,5,1,6,0,0,0,,0,
,Soziologie,(149),,3,,3,0,0,0,,0,0,0,0,3,3,,0,
,Sportpädagogik,(098),,106,,103,0,0,3,,72,34,106,0,0,0,,0,
,Sportwissenschaft,(629),,201,,188,0,9,2,,118,71,189,7,5,12,,2,
"Fakultät für Architektur",,,,,,,,,,,,,,,,,,,,
,Altbauinstandsetzung,(613),901,16,,16,0,0,0,,7,8,15,1,0,1,,0,,
,Architektur,(013),,756,,725,10,3,4,,262,320,582,62,112,174,,14,,
,Kunstgeschichte,(692),,128,,122,0,5,0,,9,110,119,1,8,9,,1,
,"Kunstgeschichte bis SS04",(092),,1,,1,0,0,0,,0,1,1,0,0,0,,0,
,,,,,,,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 3 - (Studierende nach dem 1.Studienfach - [1.Studiengang]) ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Fakultät,Fach,"(Fach -Schl.)","          Gesamt",,davon,"Rück-
melder","Erst-
immatr.","   Neuimmatrikuliert",,," Deutsche",,," Ausländer",,,,beurlaubt,,,
,,,Fakultät,Fach,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften",,,,,,,,,,,,,,,,,,,,,
,"Angewandte Geowissenschaft",(039),1642,181,,174,0,2,1,,112,60,172,5,4,9,,4,,,
,Bauingenieurwesen,(017),,1061,,1045,6,2,1,,620,244,864,139,58,197,,7,,,
,"Geodäsie und Geoinformatik",(171),,70,,69,1,0,0,,36,17,53,11,6,17,,0,,,
,Geographie,(050),,118,,117,0,0,0,,46,72,118,0,0,0,,1,,,
,Geoökologie,(283),,143,,139,0,1,0,,42,85,127,2,14,16,,3,,,
,Geologie,(065),,10,,10,0,0,0,,6,3,9,0,1,1,,0,,,
,"Ingenieurpädagogik Bautechnik",(817),,2,,2,0,0,0,,2,0,2,0,0,0,,0,,,
,Mineralogie,(111),,3,,3,0,0,0,,2,1,3,0,0,0,,0,,,
,Regionalwissenschaft,(134),,39,,37,0,0,1,,4,5,9,13,17,30,,1,,,
,"Resources Engineering",(072),,15,,15,0,0,0,,1,0,1,8,6,14,,0,,,
"Fakultät für Maschinenbau",,,,,,,,,,,,,,,,,,,,,
,"Ingenieurpädagogik Metalltechnik",(108),3397,11,,11,0,0,0,,9,2,11,0,0,0,,0,,,
,Maschinenbau,(179),,1623,,1591,18,3,9,,1171,137,1308,257,58,315,,2,,,
,"Maschinenbau bis SS08",(175),,1763,,1717,12,10,4,,1252,116,1368,337,58,395,,20,,,
"Fakultät für Chemieingenieurwesen und Verfahrenstechnik",,,,,,,,,,,,,,,,,,,,,
,Bioingenieurwesen,(633),1105,248,,244,1,0,0,,113,117,230,5,13,18,,3,,,
,"Chemieingenieurwesen
und Verfahrenstechnik",(033),,841,,817,7,5,1,,542,172,714,77,50,127,5,11,,,
,"Naturwissenschaft und Technik",(186),,7,,7,0,0,0,,4,3,7,0,0,0,,0,,,
,"Utilities and Waste - Sustainable Processing",(733),,9,,9,0,0,0,,0,0,0,5,4,9,,0,,,
"Fakultät für Elektrotechnik und Informationstechnik",,,,,,,,,,,,,,,,,,,,,
,"Electrical Engineering and Information Technologies",(648),1743,16,,16,0,0,0,,0,1,1,11,4,15,,0,,,
,"Elektrotechnik und Informationstechnik",(048),,1650,,1609,13,18,3,,1160,109,1269,322,59,381,,7,,,
,"Ingenieurpädagogik Elektrotechnik",(948),,3,,2,0,1,0,,2,0,2,1,0,1,,0,,,
,"Optics and Photonics",(748),,74,,53,18,0,3,,11,2,13,39,22,61,,0,,,
"Fakultät für Informatik",,,,,,,,,,,,,,,,,,,,,
,Informatik,(079),1993,1993,,1938,16,13,5,,1453,105,1558,338,97,435,,21,,,
"Fakultät für Wirtschaftswissenschaften",,,,,,,,,,,,,,,,,,,,,
,"Technische Volkswirtschaft",(600),3104,154,,143,1,5,0,,94,40,134,9,11,20,,5,,,
,Volkswirtschaft,(175),,1,,1,0,0,0,,0,0,0,1,0,1,,0,,,
,Wirtschaftsingenieurwesen,(179),,2949,,2695,17,149,4,,2080,541,2621,160,168,328,,84,,,
"Fakultät für Maschinenbau + Elektrotechnik und Informationstechnik",,,,,,,,,,,,,,,,,,,,,
,Mechatronik,(380),32,32,,32,0,0,0,,21,2,23,9,0,9,,0,,,
"Fakultät für Informatik + Wirtschaftswissenschaften",,,,,,,,,,,,,,,,,,,,,
,Informationswirtschaft,(610),554,554,,522,0,21,1,,389,78,467,41,46,87,,10,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 3 - (Studierende nach dem 1.Studienfach - [1.Studiengang]) ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Fakultät,Fach,"(Fach -Schl.)","          Gesamt",,davon,"Rück-
melder","Erst-
immatr.","   Neuimmatrikuliert",,," Deutsche",,," Ausländer",,,,beurlaubt,,,
,,,Fakultät,Fach,,,,1.FSem.,höh.Sem.,,männlich,weiblich,Gesamt,männlich,weiblich,Gesamt,,,,,
,,,,,,,,,,,,,,,,,,,,,
"International Department",,,,,,,,,,,,,,,,,,,,,
,"Embedded Systems Engineering",(683),29,4,,4,0,0,0,,2,0,2,1,1,2,,0,,,
,"Financial Engineering",(681),,4,,4,0,0,0,,1,1,2,0,2,2,,0,,,
,"Green Mobility Engineering",(684),,5,,5,0,0,0,,3,0,3,2,0,2,,0,,,
,"Management of Product Development",(679),,3,,3,0,0,0,,3,0,3,0,0,0,,0,,,
,"Production and Operations Management",(680),,6,,6,0,0,0,,4,0,4,2,0,2,,0,,,
,"Service Management Engineering",(682),,7,,7,0,0,0,,6,0,6,1,0,1,,0,,,
"Keiner Fakultät angehörend",,,,,,,,,,,,,,,,0,,,,,
,Studienkolleg,(196),236,236,,149,87,0,0,,4,2,6,143,87,230,,0,,,
,,,,,,,,,,,,,,,,,,,,,
,insgesamt,,19377,19377,,18491,235,307,71,0,11914,4162,16076,2181,1120,3301,10,273
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,
,,
,,
,,
,,
,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,,Insgesamt,,davon,Deutsche,,,Ausländer,,,,männlich,,,weiblich,,
,,,Fakultät,Fach,,"Erst-
immatr.",Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"Fakultät für Mathematik",,,,,,,,,,,,,,,,,,
,Mathematik,,19,16,,1,3,7,4,0,1,,4,1,6,1,2,2
,Technomathematik,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1
,Wirtschaftsmathematik,,,3,,0,3,0,0,0,0,,0,3,0,0,0,0
"Fakultät für Physik",,,,,,,,,,,,,,,,,,
,Geophysik,,22,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,Meteorologie,,,1,,0,0,0,1,0,0,,0,0,0,1,0,0
,Physik,,,21,,1,15,1,2,2,0,,2,13,0,1,4,1
"Fakultät für Chemie und Biowissenschaften",,,,,,,,,,,,,,,,,,
,Biologie,,30,14,,1,6,3,3,1,0,,2,1,0,2,6,3
,Chemie,,,13,,0,10,2,1,0,0,,0,5,2,1,5,0
,"Chemische Biologie",,,2,,0,0,0,2,0,0,,0,0,0,2,0,0
,Lebensmittelchemie,,,1,,0,0,1,0,0,0,,0,0,0,0,0,1
"Fakultät für Geistes- und Sozialwissenschaften",,,,,,,,,,,,,,,,,,
,Berufspädagogik,,60,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,"Europ. Kult./Ideengeschichte",,,18,,1,6,1,5,1,4,,3,2,3,3,5,2
,Germanistik,,,14,,0,7,6,1,0,0,,1,2,1,0,5,5
,"Germanistik BA bis SS04
und Lehramt",,,6,,1,0,1,4,0,0,,0,0,0,5,0,1
,Geschichte,,,1,,0,1,0,0,0,0,,0,1,0,0,0,0
,Literaturwissenschaft,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,Pädagogik,,,7,,0,5,1,0,0,1,,0,0,1,0,5,1
,Philosophie,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,Soziologie,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,,
,Sportpädagogik,,,3,,0,0,3,0,0,0,,0,0,2,0,0,1,,,
,Sportwissenschaft,,,11,,0,9,2,0,0,0,,0,3,2,0,6,0
"Fakultät für Architektur",,,,,,,,,,,,,,,,,,
,Altbauinstandsetzung,,22,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,Architektur,,,17,,0,3,3,10,0,1,,4,1,3,6,2,1
,Kunstgeschichte,,,5,,0,5,0,0,0,0,,0,0,0,0,5,0
,"Kunstgeschichte bis SS04",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,,Insgesamt,,davon,Deutsche,,,Ausländer,,,,männlich,,,weiblich,,
,,,Fakultät,Fach,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften",,,,,,,,,,,,,,,,,,
,"Angewandte Geowissenschaft",,15,3,,0,2,0,0,0,1,,0,2,1,0,0,0
,Bauingenieurwesen,,,9,,0,0,0,6,2,1,,3,2,0,3,0,1
,"Geodäsie und Geoinformatik",,,1,,0,0,0,1,0,0,,1,0,0,0,0,0
,Geographie,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,Geoökologie,,,1,,0,1,0,0,0,0,,0,1,0,0,0,0
,Geologie,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,"Ingenieurpädagogik Bautechnik",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
,Mineralogie,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,Regionalwissenschaft,,,1,,0,0,0,0,0,1,,0,0,1,0,0,0
,"Resources Engineering",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0
"Fakultät für Maschinenbau",,,,,,,,,,,,,,,,,,
,"Ingenieurpädagogik Metalltechnik",,56,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,Maschinenbau,,,30,,0,0,6,18,3,3,,15,1,7,3,2,2,
,"Maschinenbau bis SS08",,,26,,0,9,1,12,1,3,,12,8,3,0,2,1
"Fakultät für Chemieingenieurwesen und Verfahrenstechnik",,,,,,,,,,,,,,,,,,
,Bioingenieurwesen,,14,1,,0,0,0,1,0,0,,0,0,0,1,0,0
,"Chemieingenieurwesen
und Verfahrenstechnik",,,13,,0,4,1,7,1,0,,4,4,0,3,1,1
,"Naturwissenschaft und Technik",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,"Utilities and Waste - Sustainable Processing",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
"Fakultät für Elektrotechnik und Informationstechnik",,,,,,,,,,,,,,,,,,
,"Electrical Engineering and Information Technologies",,56,0,,0,0,0,0,0,0,,0,0,0,0,0,0
,"Elektrotechnik und Informationstechnik",,,34,,0,16,2,13,2,1,,10,15,3,3,3,0
,"Ingenieurpädagogik Technik",,,1,,0,1,0,0,0,0,,0,1,0,0,0,0,
,"Optics and Photonics",,,21,,0,0,3,18,0,0,,11,0,3,7,0,0
"Fakultät für Informatik",,,,,,,,,,,,,,,,,,
,Informatik,,34,34,,3,12,4,13,1,1,,15,10,5,1,3,0
"Fakultät für Wirtschaftswissenschaften",,,,,,,,,,,,,,,,,,
,"Technische Volkswirtschaft",,176,6,,0,5,0,1,0,0,,1,1,0,0,4,0
,Wirtschaftsingenieurwesen,,,170,,0,143,4,17,6,0,,5,110,2,12,39,2
"Fakultät für Maschinenbau + Elektrotechnik und Informationstechnik",,,,,,,,,,,,,,,,,,
,Mechatronik,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
"Fakultät für Informatik + Wirtschaftswissenschaften",,,,,,,,,,,,,,,,,,
,Informationswirtschaft,,22,22,,0,19,1,0,2,0,,0,19,1,0,2,0
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
,,,,,,,,,,,,
Fakultät,Fach,,Insgesamt,,davon,Deutsche,,,Ausländer,,,,männlich,,,weiblich,,
,,,Fakultät,Fach,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"International Department",,,,,,,,,,,,,,,,,,
,"Embedded Systems Engineering",,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,
,"Financial Engineering",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,
,"Green Mobility Engineering",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,
,"Management of Product Development",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,
,"Production and Operations Management",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,
,"Service Management Engineering",,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,
"Keiner Fakultät angehörend",,,,,,,,,,,,,,,,,,
,Studienkolleg,,87,87,,1,0,0,86,0,0,,57,0,0,30,0,0
,,,,,,,,,,,,,,,,,,
,insgesamt,,613,613,0,9,285,53,226,22,18,0,150,206,46,85,101,25
,,,,,,,
§PAGEBREAK
"Statistik 5 - (Studentinnen nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,"                  Gesamt",,davon,"Rück-
melder","Erst-
immatr.","        Neuimmatrikulierte",,,beurlaubt
,,Fakultät,Fach,,,,1.FachSem.,höh.Fachsem.,,
,,,,,,,,,,,,,,,,,
"Fakultät für Mathematik",,,,,,,,,,,,,,,,,
,Mathematik,371,267,,255,1,2,2,,7,,,,,,,
,Technomathematik,,15,,15,0,0,0,,0,,,,,,,
,Wirtschaftsmathematik,,89,,84,0,0,0,,5,,,,,,,
"Fakultät für Physik",,,,,,,,,,,,,,,,,
,Geophysik,230,19,,19,0,0,0,,0,,,,,,,
,Meteorologie,,43,,41,1,0,0,,1,,,,,,,
,Physik,,168,,151,1,4,1,,11,,,,,,,
"Fakultät für Chemie und Biowissenschaften",,,,,,,,,,,,,,,,,
,Biologie,683,289,,275,2,6,3,,3,,,,,,,
,Chemie,,219,,208,1,5,0,,5,,,,,,,
,"Chemische Biologie",,46,,44,2,0,0,,0,,,,,,,
,Lebensmittelchemie,,129,,128,0,0,1,,0,,,,,,,
"Fakultät für Geistes- und Sozialwissenschaften",,,,,,,,,,,,,,,,,,,,,
,Berufspädagogik,738,0,,0,0,0,0,,0
,"Europ. Kult./Ideengeschichte",,126,,112,3,5,2,,4
,Germanistik,,240,,226,0,5,5,,4
,"Germanistik BA bis SS04
und Lehramt",,123,,115,5,0,1,,2
,Geschichte,,8,,8,0,0,0,,0
,Literaturwissenschaft,,3,,3,0,0,0,,0
,Pädagogik,,124,,116,0,5,1,,2
,Philosophie,,1,,1,0,0,0,,0
,Soziologie,,3,,3,0,0,0,,0
